"","logFC","logCPM","F","PValue","FDR","geneName","fullGeneName"
"ENSG00000197019",1.03361397786624,5.02691079630973,295.208227484263,6.04388823036819e-13,1.40218206944542e-10,"SERTAD1","SERTA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17932]"
"ENSG00000107968",1.56702028012392,3.85314191245874,282.80612227301,8.83591649521912e-13,2.0139688965945e-10,"MAP3K8","mitogen-activated protein kinase kinase kinase 8 [Source:HGNC Symbol;Acc:HGNC:6860]"
"ENSG00000109321",1.0212709784204,5.70081515292815,223.293542400565,7.01942483526611e-12,1.42494324155902e-09,"AREG","amphiregulin [Source:HGNC Symbol;Acc:HGNC:651]"
"ENSG00000114541",1.12137380110153,4.49255683004236,215.817359059434,9.43663080390371e-12,1.85758647582299e-09,"FRMD4B","FERM domain containing 4B [Source:HGNC Symbol;Acc:HGNC:24886]"
"ENSG00000222009",2.8855329961202,1.67648032619456,200.284549005953,1.80101594559418e-11,3.3426855950228e-09,"BTBD19","BTB domain containing 19 [Source:HGNC Symbol;Acc:HGNC:27145]"
"ENSG00000019186",1.00737857255416,4.97193283191026,189.596563180805,2.8875792342073e-11,5.00205725477616e-09,"CYP24A1","cytochrome P450 family 24 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2602]"
"ENSG00000163659",1.00477789739833,5.1266181765858,189.036009656802,2.96193950737513e-11,5.06335764208128e-09,"TIPARP","TCDD inducible poly(ADP-ribose) polymerase [Source:HGNC Symbol;Acc:HGNC:23696]"
"ENSG00000175592",2.39036934427582,1.79991573317908,185.12382826597,3.54393382166354e-11,5.9795828845523e-09,"FOSL1","FOS like 1, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:13718]"
"ENSG00000130522",1.14456269325244,7.65581889717271,167.297218898998,8.40708864103806e-11,1.24119199573144e-08,"JUND","JunD proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6206]"
"ENSG00000111859",1.35664685924759,3.07972812623446,154.119512024913,1.6826385277186e-10,2.27717080751251e-08,"NEDD9","neural precursor cell expressed, developmentally down-regulated 9 [Source:HGNC Symbol;Acc:HGNC:7733]"
"ENSG00000172602",1.23849466529369,3.61036020993246,149.021234816166,2.23267146577624e-10,2.87196709736286e-08,"RND1","Rho family GTPase 1 [Source:HGNC Symbol;Acc:HGNC:18314]"
"ENSG00000167874",2.482477727931,1.27714682084654,144.341496996688,2.91694132394004e-10,3.67931084277951e-08,"TMEM88","transmembrane protein 88 [Source:HGNC Symbol;Acc:HGNC:32371]"
"ENSG00000188785",1.35700452894361,2.94690021801322,128.47541219339,7.67624527685293e-10,8.98466474206065e-08,"ZNF548","zinc finger protein 548 [Source:HGNC Symbol;Acc:HGNC:26561]"
"ENSG00000127528",1.80461348927291,2.30289559318355,124.517754902866,9.9331009212599e-10,1.13202497516674e-07,"KLF2","Kruppel like factor 2 [Source:HGNC Symbol;Acc:HGNC:6347]"
"ENSG00000158050",1.1090264924493,3.32055604716512,122.173563823617,1.16108933814461e-09,1.30042005872196e-07,"DUSP2","dual specificity phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3068]"
"ENSG00000198732",3.59188904039641,0.712785091685122,106.017046027802,3.67659124975352e-09,3.61865708460589e-07,"SMOC1","SPARC related modular calcium binding 1 [Source:HGNC Symbol;Acc:HGNC:20318]"
"ENSG00000186352",1.85362318319575,1.53652591610685,92.4550602336167,1.09400462103061e-08,1.00803603095246e-06,"ANKRD37","ankyrin repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:29593]"
"ENSG00000102195",4.64665266150076,-0.459943729434099,85.8137617169108,1.96192347053985e-08,1.7578834296037e-06,"GPR50","G protein-coupled receptor 50 [Source:HGNC Symbol;Acc:HGNC:4506]"
"ENSG00000162891",1.31396582555521,3.65287750268703,83.8101088839669,2.35732910384899e-08,2.0417613144804e-06,"IL20","interleukin 20 [Source:HGNC Symbol;Acc:HGNC:6002]"
"ENSG00000171522",2.88620014024441,0.547448281243223,72.8975676241081,6.86194479037842e-08,5.33834650997583e-06,"PTGER4","prostaglandin E receptor 4 [Source:HGNC Symbol;Acc:HGNC:9596]"
"ENSG00000211448",1.91821317539131,1.11747733256918,69.3902337409025,9.94418007567548e-08,7.51132485716138e-06,"DIO2","deiodinase, iodothyronine type II [Source:HGNC Symbol;Acc:HGNC:2884]"
"ENSG00000171174",1.06732973387917,2.36119500510998,61.7448583220185,2.35832222059308e-07,1.62975118563539e-05,"RBKS","ribokinase [Source:HGNC Symbol;Acc:HGNC:30325]"
"ENSG00000139278",1.65578431189919,0.792060069387343,58.7285046081538,3.39341230450779e-07,2.2493475847023e-05,"GLIPR1","GLI pathogenesis related 1 [Source:HGNC Symbol;Acc:HGNC:17001]"
"ENSG00000117228",1.92971412444857,0.450048619823754,53.8274187164334,6.32834888509958e-07,3.97187964807796e-05,"GBP1","guanylate binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4182]"
"ENSG00000125657",1.36506283550064,1.38930485744427,50.3427531471071,1.01233023570908e-06,6.08897889922793e-05,"TNFSF9","tumor necrosis factor superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:11939]"
"ENSG00000198576",1.06578834207212,2.30946837052866,48.3225463147167,1.34425387036715e-06,7.79667244812947e-05,"ARC","activity regulated cytoskeleton associated protein [Source:HGNC Symbol;Acc:HGNC:648]"
"ENSG00000116741",2.27501474052762,-0.00633492042694082,46.883086807981,1.65414880666309e-06,9.38458571885016e-05,"RGS2","regulator of G-protein signaling 2 [Source:HGNC Symbol;Acc:HGNC:9998]"
"ENSG00000118503",1.66065197304319,0.553367634540198,46.769150763578,1.68186776715886e-06,9.45923204802074e-05,"TNFAIP3","TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896]"
"ENSG00000204618",1.02512148340569,1.90359591602679,41.9919694830148,3.47204008280345e-06,0.000177593483290482,"RNF39","ring finger protein 39 [Source:HGNC Symbol;Acc:HGNC:18064]"
"ENSG00000172061",1.2321563519066,0.874045873543454,37.1354077971735,7.72415491616727e-06,0.000344852991996031,"LRRC15","leucine rich repeat containing 15 [Source:HGNC Symbol;Acc:HGNC:20818]"
"ENSG00000105219",1.55299799528274,0.379500829023932,35.775078215593,9.78852240270846e-06,0.000415596349856171,"CNTD2","cyclin N-terminal domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25805]"
"ENSG00000221995",1.0336982827886,1.77227504432809,32.4783315261001,1.78425517161362e-05,0.000685829680165803,"TIAF1","TGFB1-induced anti-apoptotic factor 1 [Source:HGNC Symbol;Acc:HGNC:11803]"
"ENSG00000205869",2.17707048595508,-0.503985653589411,32.0379300569946,1.93910085064252e-05,0.00072316809694144,"KRTAP5-1","keratin associated protein 5-1 [Source:HGNC Symbol;Acc:HGNC:23596]"
"ENSG00000089692",1.93656478796401,-0.19622033766815,29.1206984886118,3.43221359186337e-05,0.0011343053997343,"LAG3","lymphocyte activating 3 [Source:HGNC Symbol;Acc:HGNC:6476]"
"ENSG00000142178",2.76254759018178,-0.994271276459972,26.9206282283436,5.4107452892456e-05,0.00165403300700891,"SIK1","salt inducible kinase 1 [Source:HGNC Symbol;Acc:HGNC:11142]"
"ENSG00000188396",2.15556624688568,-0.894847712693059,25.4013963388814,7.51075265576483e-05,0.00212726593628614,"TCTEX1D4","Tctex1 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:32315]"
"ENSG00000004799",1.45334411779325,0.218100341460568,25.2499585257524,7.76537107418202e-05,0.00218845338385624,"PDK4","pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812]"
"ENSG00000115844",1.21297714149298,0.609898501819334,25.055523654166,8.10641815210569e-05,0.00226491579854101,"DLX2","distal-less homeobox 2 [Source:HGNC Symbol;Acc:HGNC:2915]"
"ENSG00000059804",2.25009581029016,-1.19711634045723,22.2499541886066,0.000154299696961652,0.00382569019642324,"SLC2A3","solute carrier family 2 member 3 [Source:HGNC Symbol;Acc:HGNC:11007]"
"ENSG00000140465",1.43252125093414,-0.0598348717029674,20.5236373841973,0.00023477690550925,0.00537957946450825,"CYP1A1","cytochrome P450 family 1 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2595]"
"ENSG00000124882",1.14718955640138,0.228296792238131,19.0475922024157,0.000341547481079158,0.00733452045319077,"EREG","epiregulin [Source:HGNC Symbol;Acc:HGNC:3443]"
"ENSG00000171790",1.32239435667177,0.162732173596558,19.0177665796314,0.000344199844752055,0.00737928116009687,"SLFNL1","schlafen like 1 [Source:HGNC Symbol;Acc:HGNC:26313]"
"ENSG00000112309",1.56243535264559,-0.459615405979707,16.8912566325122,0.000608192684074248,0.0114185539761454,"B3GAT2","beta-1,3-glucuronyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:922]"
"ENSG00000159556",1.1277804752731,0.356845403201025,16.2730319675743,0.000722665371513888,0.0130220090245609,"ISL2","ISL LIM homeobox 2 [Source:HGNC Symbol;Acc:HGNC:18524]"
"ENSG00000188001",1.14897216555584,-0.0175282134304483,15.2050041586376,0.000981315668414834,0.0163872148638117,"TPRG1","tumor protein p63 regulated 1 [Source:HGNC Symbol;Acc:HGNC:24759]"
"ENSG00000171303",1.58141550354453,-1.27041345778618,12.6901329082609,0.00210833343718433,0.0288635068660683,"KCNK3","potassium two pore domain channel subfamily K member 3 [Source:HGNC Symbol;Acc:HGNC:6278]"
"ENSG00000168874",1.34695732172318,-0.83729263457338,12.5004267532096,0.00223973790955839,0.0301228518850752,"ATOH8","atonal bHLH transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24126]"
"ENSG00000181856",1.55082942935308,-1.01552493039621,12.3012791480845,0.00238757952468846,0.0316524828415842,"SLC2A4","solute carrier family 2 member 4 [Source:HGNC Symbol;Acc:HGNC:11009]"
"ENSG00000165029",1.77213304660531,-1.37530775248403,12.1488856905017,0.00250806421977608,0.0329139094377079,"ABCA1","ATP binding cassette subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:29]"
"ENSG00000169744",1.58058224301267,-1.08124188483728,11.8794449663008,0.00273802963669819,0.0349463806483447,"LDB2","LIM domain binding 2 [Source:HGNC Symbol;Acc:HGNC:6533]"
"ENSG00000130775",1.34735131746178,-0.836792153592673,10.833282223353,0.00388256823101112,0.045199217255642,"THEMIS2","thymocyte selection associated family member 2 [Source:HGNC Symbol;Acc:HGNC:16839]"
"ENSG00000140511",1.39822429616082,-0.874653036032299,10.7206842247445,0.00403473786468707,0.0462659438111336,"HAPLN3","hyaluronan and proteoglycan link protein 3 [Source:HGNC Symbol;Acc:HGNC:21446]"
"ENSG00000129951",1.28814475808355,-0.875143283553343,10.5680188358089,0.00425179742371233,0.048117902551281,"PLPPR3","phospholipid phosphatase related 3 [Source:HGNC Symbol;Acc:HGNC:23497]"
