"","logFC","logCPM","F","PValue","FDR","geneName","fullGeneName"
"ENSG00000163659",1.51993972946035,5.46921174984711,669.343932096946,2.30055273993214e-17,4.99028231836946e-15,"TIPARP","TCDD inducible poly(ADP-ribose) polymerase [Source:HGNC Symbol;Acc:HGNC:23696]"
"ENSG00000109321",1.33986344302238,5.9049489851216,666.64620870728,2.39685587516791e-17,5.11394741234595e-15,"AREG","amphiregulin [Source:HGNC Symbol;Acc:HGNC:651]"
"ENSG00000222009",4.00508140349693,2.62339853571957,660.739528323659,2.62350564589403e-17,5.50724612601787e-15,"BTBD19","BTB domain containing 19 [Source:HGNC Symbol;Acc:HGNC:27145]"
"ENSG00000132510",1.36309958309136,6.31220838992634,658.615849679501,2.71065093633005e-17,5.59986062481517e-15,"KDM6B","lysine demethylase 6B [Source:HGNC Symbol;Acc:HGNC:29012]"
"ENSG00000153487",1.53211732487425,5.10687136568412,650.771846623284,3.0611127809877e-17,6.2250598194617e-15,"ING1","inhibitor of growth family member 1 [Source:HGNC Symbol;Acc:HGNC:6062]"
"ENSG00000112658",1.11500470246662,6.8496714873538,628.862231668923,4.33224059605085e-17,8.67447867040029e-15,"SRF","serum response factor [Source:HGNC Symbol;Acc:HGNC:11291]"
"ENSG00000164251",1.87877601813915,4.33082127789376,613.78646350256,5.53971379110781e-17,1.09241477259497e-14,"F2RL1","F2R like trypsin receptor 1 [Source:HGNC Symbol;Acc:HGNC:3538]"
"ENSG00000184545",1.6256141258652,5.148123078571,569.314383819256,1.18557598085017e-16,2.26915755746544e-14,"DUSP8","dual specificity phosphatase 8 [Source:HGNC Symbol;Acc:HGNC:3074]"
"ENSG00000118503",3.87841172581544,2.35567515587502,558.917155790329,1.42816865121772e-16,2.69385724573893e-14,"TNFAIP3","TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896]"
"ENSG00000135346",6.75978819213891,1.79191731549008,530.023133365628,2.43965368220356e-16,4.4721257287154e-14,"CGA","glycoprotein hormones, alpha polypeptide [Source:HGNC Symbol;Acc:HGNC:1885]"
"ENSG00000077150",1.25963702518646,5.93190741272927,526.507665142869,2.60886690165487e-16,4.71588926736641e-14,"NFKB2","nuclear factor kappa B subunit 2 [Source:HGNC Symbol;Acc:HGNC:7795]"
"ENSG00000111266",1.00984416737705,6.68165452586727,521.733706561436,2.85958484282617e-16,5.09828722320309e-14,"DUSP16","dual specificity phosphatase 16 [Source:HGNC Symbol;Acc:HGNC:17909]"
"ENSG00000013441",1.10611016756105,6.12024055248927,499.258585428744,4.45412791441648e-16,7.83384794677439e-14,"CLK1","CDC like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2068]"
"ENSG00000114541",1.47660084553663,4.72017668130962,479.81935552016,6.63846795036947e-16,1.13683763650077e-13,"FRMD4B","FERM domain containing 4B [Source:HGNC Symbol;Acc:HGNC:24886]"
"ENSG00000106546",1.04731527829097,6.58233452450559,462.59933906189,9.57887898258816e-16,1.59778827886838e-13,"AHR","aryl hydrocarbon receptor [Source:HGNC Symbol;Acc:HGNC:348]"
"ENSG00000135048",1.03026313897104,6.75852873907277,462.027263980528,9.69844594933556e-16,1.59778827886838e-13,"TMEM2","transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:11869]"
"ENSG00000133639",1.46392291462739,4.75045113182436,447.347000589123,1.34024669985668e-15,2.18041384982934e-13,"BTG1","BTG anti-proliferation factor 1 [Source:HGNC Symbol;Acc:HGNC:1130]"
"ENSG00000128590",1.57197835050106,5.09251989725142,413.454939018541,2.94536926222879e-15,4.68918415353511e-13,"DNAJB9","DnaJ heat shock protein family (Hsp40) member B9 [Source:HGNC Symbol;Acc:HGNC:6968]"
"ENSG00000141458",1.13935345235828,6.02429354840829,413.090043120922,2.97142753000187e-15,4.68918415353511e-13,"NPC1","NPC intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7897]"
"ENSG00000175592",3.23339784248331,2.47524555546062,412.826385506867,2.9904132519663e-15,4.68918415353511e-13,"FOSL1","FOS like 1, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:13718]"
"ENSG00000116717",1.39858329138436,5.18360725726371,408.373632561397,3.33197634866756e-15,5.16258002117956e-13,"GADD45A","growth arrest and DNA damage inducible alpha [Source:HGNC Symbol;Acc:HGNC:4095]"
"ENSG00000117616",1.00193572237255,6.21139791172036,398.655554815352,4.23578490998516e-15,6.41031867482056e-13,"RSRP1","arginine and serine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:25234]"
"ENSG00000163874",1.29695443057713,5.38957875766833,368.572762277555,9.23938974473432e-15,1.33611841697464e-12,"ZC3H12A","zinc finger CCCH-type containing 12A [Source:HGNC Symbol;Acc:HGNC:26259]"
"ENSG00000130522",1.49542966260317,7.89525008310968,355.251652209683,1.33074952150436e-14,1.88257663286731e-12,"JUND","JunD proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6206]"
"ENSG00000107968",1.63315844956007,3.87492851251009,349.21367092775,1.57681097821016e-14,2.16023104014792e-12,"MAP3K8","mitogen-activated protein kinase kinase kinase 8 [Source:HGNC Symbol;Acc:HGNC:6860]"
"ENSG00000174010",1.3172803727056,4.90166612460938,344.87328254986,1.78441222036318e-14,2.39423969567287e-12,"KLHL15","kelch like family member 15 [Source:HGNC Symbol;Acc:HGNC:29347]"
"ENSG00000198517",1.01246438708923,6.5909100780242,341.767299521619,1.95131709528274e-14,2.59146857092906e-12,"MAFK","MAF bZIP transcription factor K [Source:HGNC Symbol;Acc:HGNC:6782]"
"ENSG00000013588",1.04507617152744,6.99487755268951,329.485645700798,2.80038174663936e-14,3.64469684325113e-12,"GPRC5A","G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]"
"ENSG00000188215",1.51561343564325,3.95957768444446,327.978913382747,2.92983637704086e-14,3.7754277670482e-12,"DCUN1D3","defective in cullin neddylation 1 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28734]"
"ENSG00000132326",1.1032980802052,5.25110950633384,324.507056578995,3.25380860738045e-14,4.15179598284869e-12,"PER2","period circadian clock 2 [Source:HGNC Symbol;Acc:HGNC:8846]"
"ENSG00000173846",1.25639980624023,4.60816283192558,316.987974081092,4.09857043423516e-14,5.12912444245871e-12,"PLK3","polo like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2154]"
"ENSG00000198576",2.22610388018943,3.13511591801673,300.339387870756,6.96282315490249e-14,8.31386636339963e-12,"ARC","activity regulated cytoskeleton associated protein [Source:HGNC Symbol;Acc:HGNC:648]"
"ENSG00000107984",1.24121138515305,4.49957239605927,294.895088222471,8.33013493168379e-14,9.59439877308535e-12,"DKK1","dickkopf WNT signaling pathway inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:2891]"
"ENSG00000067082",1.35152418388016,5.40993086758048,292.256774231969,9.09645326694906e-14,1.03851174797668e-11,"KLF6","Kruppel like factor 6 [Source:HGNC Symbol;Acc:HGNC:2235]"
"ENSG00000111859",1.71832351884751,3.31359621487042,288.647209540942,1.02728007953815e-13,1.1525905375163e-11,"NEDD9","neural precursor cell expressed, developmentally down-regulated 9 [Source:HGNC Symbol;Acc:HGNC:7733]"
"ENSG00000111012",1.83597164801341,3.16502083957555,286.721999185741,1.09676264522914e-13,1.22003126732113e-11,"CYP27B1","cytochrome P450 family 27 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2606]"
"ENSG00000172602",1.56922695749991,3.82365787515617,274.853270657924,1.65723715673158e-13,1.73943077377915e-11,"RND1","Rho family GTPase 1 [Source:HGNC Symbol;Acc:HGNC:18314]"
"ENSG00000153714",1.12186686874771,4.90225160026765,271.860772649525,1.84384670510857e-13,1.91981318935905e-11,"LURAP1L","leucine rich adaptor protein 1 like [Source:HGNC Symbol;Acc:HGNC:31452]"
"ENSG00000011478",1.15440505965849,5.43653315808205,268.719472975264,2.06482579828641e-13,2.13283394957918e-11,"QPCTL","glutaminyl-peptide cyclotransferase like [Source:HGNC Symbol;Acc:HGNC:25952]"
"ENSG00000151014",1.01741343368849,4.68942897709991,263.980422050464,2.45508955689239e-13,2.47697601418252e-11,"NOCT","nocturnin [Source:HGNC Symbol;Acc:HGNC:14254]"
"ENSG00000127528",2.16727240474032,2.55956469840924,240.900757064819,5.95861585583534e-13,5.87510495179522e-11,"KLF2","Kruppel like factor 2 [Source:HGNC Symbol;Acc:HGNC:6347]"
"ENSG00000138271",1.82891695221242,2.65712535430246,237.51016115195,6.83237785813456e-13,6.63607446444935e-11,"GPR87","G protein-coupled receptor 87 [Source:HGNC Symbol;Acc:HGNC:4538]"
"ENSG00000141682",1.33302591473861,3.87360199467942,233.801018303196,7.95215601574379e-13,7.4458496794896e-11,"PMAIP1","phorbol-12-myristate-13-acetate-induced protein 1 [Source:HGNC Symbol;Acc:HGNC:9108]"
"ENSG00000198732",4.20275567695572,1.21815047310278,213.294155300558,1.91976565488754e-12,1.69971088424227e-10,"SMOC1","SPARC related modular calcium binding 1 [Source:HGNC Symbol;Acc:HGNC:20318]"
"ENSG00000006062",1.27286945102133,3.8844846503645,186.396561570413,6.9155918045653e-12,5.69660932508971e-10,"MAP3K14","mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853]"
"ENSG00000166833",1.28721386584137,3.40235225221477,180.195039868941,9.51585398945672e-12,7.64499010325797e-10,"NAV2","neuron navigator 2 [Source:HGNC Symbol;Acc:HGNC:15997]"
"ENSG00000137449",1.13592318087253,4.59245737431796,171.239820062022,1.53601792515544e-11,1.21159232096352e-09,"CPEB2","cytoplasmic polyadenylation element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21745]"
"ENSG00000211448",2.56083920145873,1.58048129185638,165.333380446361,2.13282206441532e-11,1.64252539457783e-09,"DIO2","deiodinase, iodothyronine type II [Source:HGNC Symbol;Acc:HGNC:2884]"
"ENSG00000140465",2.99463486467359,1.09495443173243,163.089650416339,2.42272972581844e-11,1.81217398744408e-09,"CYP1A1","cytochrome P450 family 1 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2595]"
"ENSG00000167874",2.62942377808913,1.35091850893789,162.662960976255,2.48260564660285e-11,1.84634928517349e-09,"TMEM88","transmembrane protein 88 [Source:HGNC Symbol;Acc:HGNC:32371]"
"ENSG00000105856",1.07322849470465,4.5400418743182,145.977820150059,6.76431539372993e-11,4.633556044705e-09,"HBP1","HMG-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:23200]"
"ENSG00000175505",1.09569130980854,3.50764745793766,142.334065130069,8.5331837160578e-11,5.70405876343424e-09,"CLCF1","cardiotrophin-like cytokine factor 1 [Source:HGNC Symbol;Acc:HGNC:17412]"
"ENSG00000115844",2.46214820320934,1.49813852933862,138.911543396805,1.0664983095762e-10,6.87152252432391e-09,"DLX2","distal-less homeobox 2 [Source:HGNC Symbol;Acc:HGNC:2915]"
"ENSG00000125347",1.16102337730552,3.61081925777895,137.968371009298,1.13505524356702e-10,7.24154117403172e-09,"IRF1","interferon regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:6116]"
"ENSG00000115641",1.18524440518358,3.54781851898473,136.37923827905,1.26174794764981e-10,7.97167453333117e-09,"FHL2","four and a half LIM domains 2 [Source:HGNC Symbol;Acc:HGNC:3703]"
"ENSG00000113070",1.78237682803455,2.00826600504801,134.940433437335,1.38990853846919e-10,8.69695174431564e-09,"HBEGF","heparin binding EGF like growth factor [Source:HGNC Symbol;Acc:HGNC:3059]"
"ENSG00000175197",1.25476643971884,3.93384948711234,131.331022793257,1.77879818959335e-10,1.08182516063353e-08,"DDIT3","DNA damage inducible transcript 3 [Source:HGNC Symbol;Acc:HGNC:2726]"
"ENSG00000080007",1.19876142857701,3.20187562880471,124.185079331122,2.95128509158535e-10,1.73805318855128e-08,"DDX43","DEAD-box helicase 43 [Source:HGNC Symbol;Acc:HGNC:18677]"
"ENSG00000162975",1.23100029884688,2.85504087252617,119.413937085072,4.19746983876344e-10,2.34463819534361e-08,"KCNF1","potassium voltage-gated channel modifier subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:6246]"
"ENSG00000173559",1.17393417066286,3.73418908675765,116.46629313725,5.24978865125987e-10,2.87084030656081e-08,"NABP1","nucleic acid binding protein 1 [Source:HGNC Symbol;Acc:HGNC:26232]"
"ENSG00000188785",1.3349958465479,2.90707564735909,114.40470916929,6.15672323485447e-10,3.31114681411698e-08,"ZNF548","zinc finger protein 548 [Source:HGNC Symbol;Acc:HGNC:26561]"
"ENSG00000108821",1.01686947560044,4.28592313291664,110.411250384179,8.4428902917696e-10,4.41302076897114e-08,"COL1A1","collagen type I alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2197]"
"ENSG00000169429",4.9131690076224,0.333705187016506,108.958595053971,9.49345424101064e-10,4.88368802161081e-08,"CXCL8","C-X-C motif chemokine ligand 8 [Source:HGNC Symbol;Acc:HGNC:6025]"
"ENSG00000183742",1.27138144393784,3.13717845555888,106.26285080956,1.18436471081758e-09,5.88339950812624e-08,"MACC1","MACC1, MET transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:30215]"
"ENSG00000102195",5.05316348641687,-0.156065501034544,104.181101798636,1.40956490814073e-09,6.94904821191348e-08,"GPR50","G protein-coupled receptor 50 [Source:HGNC Symbol;Acc:HGNC:4506]"
"ENSG00000104856",2.20921851900535,1.24855152029374,103.549992693059,1.48680926882783e-09,7.30219722029969e-08,"RELB","RELB proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9956]"
"ENSG00000164463",1.4060574450493,2.97534926233181,103.48012297395,1.49564220013538e-09,7.31796362209095e-08,"CREBRF","CREB3 regulatory factor [Source:HGNC Symbol;Acc:HGNC:24050]"
"ENSG00000164761",2.08608519933177,1.80951895182197,102.529663056194,1.62168794078516e-09,7.84619648673565e-08,"TNFRSF11B","TNF receptor superfamily member 11b [Source:HGNC Symbol;Acc:HGNC:11909]"
"ENSG00000186352",1.82741531546014,1.47675981173058,91.3917859449588,4.39966372385989e-09,1.91620532686605e-07,"ANKRD37","ankyrin repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:29593]"
"ENSG00000172183",1.12846324277299,3.35616371192756,91.38567476357,4.4021927985628e-09,1.91620532686605e-07,"ISG20","interferon stimulated exonuclease gene 20 [Source:HGNC Symbol;Acc:HGNC:6130]"
"ENSG00000051523",1.79696779442267,1.38446532868735,83.8059918783685,9.2109228902907e-09,3.80571941006773e-07,"CYBA","cytochrome b-245 alpha chain [Source:HGNC Symbol;Acc:HGNC:2577]"
"ENSG00000116741",2.81317769390537,0.375007592095452,83.7716189825331,9.2429392987004e-09,3.80686249913246e-07,"RGS2","regulator of G-protein signaling 2 [Source:HGNC Symbol;Acc:HGNC:9998]"
"ENSG00000168386",1.5714420625926,2.48800994365529,80.9886524427757,1.22888899368579e-08,4.90005691030751e-07,"FILIP1L","filamin A interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:24589]"
"ENSG00000100234",1.0221760205658,3.02491372280685,78.1149963364658,1.6630012066818e-08,6.37143801114912e-07,"TIMP3","TIMP metallopeptidase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:11822]"
"ENSG00000153294",1.24830705380839,2.39109290609122,78.1068126340643,1.66445556956642e-08,6.37143801114912e-07,"ADGRF4","adhesion G protein-coupled receptor F4 [Source:HGNC Symbol;Acc:HGNC:19011]"
"ENSG00000188396",3.24948586629326,-0.108523906168346,72.6878856282862,3.01934581605605e-08,1.07075710615721e-06,"TCTEX1D4","Tctex1 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:32315]"
