"","logFC","logCPM","F","PValue","FDR","geneName","fullGeneName"
"ENSG00000125846",-0.789742082935672,3.69950696058448,92.5881955304433,3.93388737033676e-09,1.74148109268479e-07,"ZNF133","zinc finger protein 133 [Source:HGNC Symbol;Acc:HGNC:12917]"
"ENSG00000168301",-0.923533226029221,3.26002659082363,92.0605432748004,4.13228916890447e-09,1.82310995028107e-07,"KCTD6","potassium channel tetramerization domain containing 6 [Source:HGNC Symbol;Acc:HGNC:22235]"
"ENSG00000152049",-0.560002092500169,5.52026898863781,91.5496596669596,4.3348773641577e-09,1.89961040048864e-07,"KCNE4","potassium voltage-gated channel subfamily E regulatory subunit 4 [Source:HGNC Symbol;Acc:HGNC:6244]"
"ENSG00000177352",-0.788723108667345,3.78378282892289,90.4690815870627,4.80018946572232e-09,2.07556365104239e-07,"CCDC71","coiled-coil domain containing 71 [Source:HGNC Symbol;Acc:HGNC:25760]"
"ENSG00000182310",-0.821783515343799,3.7961496883987,89.9715307686177,5.03261988949124e-09,2.15459039018844e-07,"SPACA6","sperm acrosome associated 6 [Source:HGNC Symbol;Acc:HGNC:27113]"
"ENSG00000183161",-0.770876227423357,4.01604295490766,86.1874517243122,7.2627021663109e-09,3.05903134933775e-07,"FANCF","Fanconi anemia complementation group F [Source:HGNC Symbol;Acc:HGNC:3587]"
"ENSG00000173281",-0.806170483071367,3.78453335499643,85.4853667553647,7.78539803983665e-09,3.24765882975878e-07,"PPP1R3B","protein phosphatase 1 regulatory subunit 3B [Source:HGNC Symbol;Acc:HGNC:14942]"
"ENSG00000179348",-0.79552075422853,3.93450855719223,83.8894936781854,9.13365073993693e-09,3.78716081640719e-07,"GATA2","GATA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4171]"
"ENSG00000177303",-0.414982390628968,6.70257588671223,83.0169392124978,9.97753373901549e-09,4.08357237777631e-07,"CASKIN2","CASK interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:18200]"
"ENSG00000104142",-0.518063218906811,5.02104130691257,82.8501533602652,1.01483709497487e-08,4.14047172134733e-07,"VPS18","VPS18, CORVET/HOPS core subunit [Source:HGNC Symbol;Acc:HGNC:15972]"
"ENSG00000203883",-1.47324169309534,1.92361162172088,82.7798399966225,1.02213506187031e-08,4.15721494695066e-07,"SOX18","SRY-box 18 [Source:HGNC Symbol;Acc:HGNC:11194]"
"ENSG00000064195",-1.54063523310769,1.62408955878704,81.3244454178811,1.18687858187309e-08,4.79727476493114e-07,"DLX3","distal-less homeobox 3 [Source:HGNC Symbol;Acc:HGNC:2916]"
"ENSG00000179918",-0.372597567131133,6.69814151923355,80.9997962812544,1.22746895391958e-08,4.90005691030751e-07,"SEPHS2","selenophosphate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:19686]"
"ENSG00000171302",-0.401841977694039,6.37560686053166,80.9710771727028,1.23113223947027e-08,4.90005691030751e-07,"CANT1","calcium activated nucleotidase 1 [Source:HGNC Symbol;Acc:HGNC:19721]"
"ENSG00000123485",-0.43709675658065,5.7921082328709,80.5007020012181,1.2928683574567e-08,5.11449290951336e-07,"HJURP","Holliday junction recognition protein [Source:HGNC Symbol;Acc:HGNC:25444]"
"ENSG00000166860",-0.612363737960223,4.45604779045486,80.4692027694724,1.29712215732895e-08,5.11577117504129e-07,"ZBTB39","zinc finger and BTB domain containing 39 [Source:HGNC Symbol;Acc:HGNC:29014]"
"ENSG00000185924",-0.557478269666753,5.00394130589562,79.9595133589263,1.36812855107238e-08,5.33119553658892e-07,"RTN4RL1","reticulon 4 receptor like 1 [Source:HGNC Symbol;Acc:HGNC:21329]"
"ENSG00000204315",-0.93696480080261,3.06341192917145,79.8587909192073,1.38265854562196e-08,5.37173163321486e-07,"FKBPL","FK506 binding protein like [Source:HGNC Symbol;Acc:HGNC:13949]"
"ENSG00000116273",-0.526802204715344,4.93176856344726,77.8185871513344,1.71657718299073e-08,6.53252983527029e-07,"PHF13","PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983]"
"ENSG00000049283",-0.492209826970252,5.88361628707887,77.7813440650477,1.72344156664904e-08,6.53953119240153e-07,"EPN3","epsin 3 [Source:HGNC Symbol;Acc:HGNC:18235]"
"ENSG00000114737",-0.715532947178121,4.17129903761683,77.7002393851283,1.73849452961344e-08,6.57747276247641e-07,"CISH","cytokine inducible SH2 containing protein [Source:HGNC Symbol;Acc:HGNC:1984]"
"ENSG00000151458",-0.36396885658947,6.56049187824199,77.5035885188722,1.77559443708162e-08,6.67900624237494e-07,"ANKRD50","ankyrin repeat domain 50 [Source:HGNC Symbol;Acc:HGNC:29223]"
"ENSG00000100664",-0.32113088981246,8.52599145302582,76.5313352938809,1.97223114712621e-08,7.39728771753534e-07,"EIF5","eukaryotic translation initiation factor 5 [Source:HGNC Symbol;Acc:HGNC:3299]"
"ENSG00000113739",-0.379787387523683,6.81162753388427,75.8479112370715,2.12470364641289e-08,7.87835269460506e-07,"STC2","stanniocalcin 2 [Source:HGNC Symbol;Acc:HGNC:11374]"
"ENSG00000107816",-0.525067480786857,5.92762793392479,75.5351264321435,2.19875652861235e-08,8.12977733519594e-07,"LZTS2","leucine zipper tumor suppressor 2 [Source:HGNC Symbol;Acc:HGNC:29381]"
"ENSG00000125630",-0.439864300380357,5.7358422124018,75.3463763395851,2.24480928473875e-08,8.27654188126767e-07,"POLR1B","RNA polymerase I subunit B [Source:HGNC Symbol;Acc:HGNC:20454]"
"ENSG00000125378",-0.988661041443539,3.57781058808262,75.1915283016741,2.28338007355245e-08,8.39496939471331e-07,"BMP4","bone morphogenetic protein 4 [Source:HGNC Symbol;Acc:HGNC:1071]"
"ENSG00000240857",-0.767240652919831,3.63206881429989,75.0377916861019,2.32239364863958e-08,8.51435305268849e-07,"RDH14","retinol dehydrogenase 14 (all-trans/9-cis/11-cis) [Source:HGNC Symbol;Acc:HGNC:19979]"
"ENSG00000149115",-0.355492229697202,6.92104398484885,74.7411481764037,2.39975368736697e-08,8.74868186024683e-07,"TNKS1BP1","tankyrase 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19081]"
"ENSG00000173218",-0.348404870201977,7.05843906820171,73.6075209844008,2.72248637579424e-08,9.81930675562493e-07,"VANGL1","VANGL planar cell polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:15512]"
"ENSG00000111671",-0.669649841873135,4.01179247326406,72.201084921393,3.19070786797442e-08,1.12539465858231e-06,"SPSB2","splA/ryanodine receptor domain and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:29522]"
"ENSG00000171467",-0.429122797654209,5.54806157252602,71.3842789052807,3.50268325678403e-08,1.22877149830308e-06,"ZNF318","zinc finger protein 318 [Source:HGNC Symbol;Acc:HGNC:13578]"
"ENSG00000197119",-0.361699753518229,7.57297248676778,71.1378959531895,3.60323876503902e-08,1.26064926147803e-06,"SLC25A29","solute carrier family 25 member 29 [Source:HGNC Symbol;Acc:HGNC:20116]"
"ENSG00000180884",-1.73207811651935,1.11517837127392,70.3785951344043,3.93356404932647e-08,1.34543114696025e-06,"ZNF792","zinc finger protein 792 [Source:HGNC Symbol;Acc:HGNC:24751]"
"ENSG00000205002",-0.381508940167328,7.83046238629498,70.1176134761727,4.05465324329517e-08,1.37425291566371e-06,"AARD","alanine and arginine rich domain containing protein [Source:HGNC Symbol;Acc:HGNC:33842]"
"ENSG00000133884",-0.425951202711176,5.50835467303129,70.0796599826885,4.07260047105988e-08,1.37675052287907e-06,"DPF2","double PHD fingers 2 [Source:HGNC Symbol;Acc:HGNC:9964]"
"ENSG00000147130",-0.418128655524499,6.31175174471512,69.3439715865302,4.4382665105086e-08,1.48876388232653e-06,"ZMYM3","zinc finger MYM-type containing 3 [Source:HGNC Symbol;Acc:HGNC:13054]"
"ENSG00000183309",-0.43145938950635,5.41131162988819,69.308274582869,4.45690236584561e-08,1.4891643485996e-06,"ZNF623","zinc finger protein 623 [Source:HGNC Symbol;Acc:HGNC:29084]"
"ENSG00000198960",-0.557287573290267,4.66286555869566,69.2541458785153,4.4853244265989e-08,1.49300504890498e-06,"ARMCX6","armadillo repeat containing, X-linked 6 [Source:HGNC Symbol;Acc:HGNC:26094]"
"ENSG00000181472",-0.441340449338313,5.36257111727481,68.5186987540893,4.89183585841068e-08,1.61591989079226e-06,"ZBTB2","zinc finger and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20868]"
"ENSG00000145632",-0.306347216080159,7.28373179702337,68.0607816066226,5.16524645643006e-08,1.69334213174905e-06,"PLK2","polo like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19699]"
"ENSG00000153767",-0.458185760284926,5.15878171585091,67.8223039114181,5.31423317253444e-08,1.73780765679738e-06,"GTF2E1","general transcription factor IIE subunit 1 [Source:HGNC Symbol;Acc:HGNC:4650]"
"ENSG00000180739",-1.05373236885631,2.7575230473374,67.365349627976,5.61304491124186e-08,1.81725819701027e-06,"S1PR5","sphingosine-1-phosphate receptor 5 [Source:HGNC Symbol;Acc:HGNC:14299]"
"ENSG00000171806",-0.683324972147869,3.6654572013192,67.2591419552902,5.68510329404771e-08,1.83147572703047e-06,"METTL18","methyltransferase like 18 [Source:HGNC Symbol;Acc:HGNC:28793]"
"ENSG00000170468",-0.580959521704617,4.3721986342557,67.1864933221745,5.73497668048608e-08,1.84298077769201e-06,"RIOX1","ribosomal oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:20968]"
"ENSG00000090447",-0.530246322098835,4.59471270273628,67.0525844303189,5.82816656198829e-08,1.86831497054871e-06,"TFAP4","transcription factor AP-4 [Source:HGNC Symbol;Acc:HGNC:11745]"
"ENSG00000196227",-0.400879973135658,6.00459923503043,67.01612139137,5.85382850056005e-08,1.87193066178843e-06,"FAM217B","family with sequence similarity 217 member B [Source:HGNC Symbol;Acc:HGNC:16170]"
"ENSG00000171604",-0.347387528267528,7.06895170548987,66.0175160500129,6.60709000854496e-08,2.07708397249306e-06,"CXXC5","CXXC finger protein 5 [Source:HGNC Symbol;Acc:HGNC:26943]"
"ENSG00000179604",-0.447014119442515,5.32901536447029,65.7067979318816,6.86266676063417e-08,2.15223151541334e-06,"CDC42EP4","CDC42 effector protein 4 [Source:HGNC Symbol;Acc:HGNC:17147]"
"ENSG00000164011",-0.839874604009952,3.02978483105935,65.2681935023838,7.24206225101095e-08,2.26575577396412e-06,"ZNF691","zinc finger protein 691 [Source:HGNC Symbol;Acc:HGNC:28028]"
"ENSG00000100888",-0.289949967839911,7.62845393383972,64.8039885705335,7.66880664761333e-08,2.39351363354167e-06,"CHD8","chromodomain helicase DNA binding protein 8 [Source:HGNC Symbol;Acc:HGNC:20153]"
"ENSG00000125484",-0.348044356841364,6.722482557877,64.239134416947,8.22564847212032e-08,2.56116781972837e-06,"GTF3C4","general transcription factor IIIC subunit 4 [Source:HGNC Symbol;Acc:HGNC:4667]"
"ENSG00000130717",-0.446563864029329,5.55446068465049,63.8457546264469,8.63958087366993e-08,2.66455320073019e-06,"UCK1","uridine-cytidine kinase 1 [Source:HGNC Symbol;Acc:HGNC:14859]"
"ENSG00000219481",-0.357438620124858,6.55452949821559,63.7555263102918,8.73770860449867e-08,2.68844627630142e-06,"NBPF1","NBPF member 1 [Source:HGNC Symbol;Acc:HGNC:26088]"
"ENSG00000119574",-0.554922784062224,4.34297319920915,62.9591438178883,9.65876726794543e-08,2.93027636345711e-06,"ZBTB45","zinc finger and BTB domain containing 45 [Source:HGNC Symbol;Acc:HGNC:23715]"
"ENSG00000118513",-0.410072343875959,5.82697707093556,62.8266636838056,9.8220658915112e-08,2.96157121808516e-06,"MYB","MYB proto-oncogene, transcription factor [Source:HGNC Symbol;Acc:HGNC:7545]"
"ENSG00000115507",-1.27995910961825,1.97918149041245,62.8201388071151,9.83018644804296e-08,2.96157121808516e-06,"OTX1","orthodenticle homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8521]"
"ENSG00000167565",-0.486822405591659,5.02007114090897,62.0672565597084,1.08185162033804e-07,3.22942633915127e-06,"SERTAD3","SERTA domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17931]"
"ENSG00000119402",-0.323406637871313,6.75341648117715,61.6593867760377,1.13990413588556e-07,3.38718089692936e-06,"FBXW2","F-box and WD repeat domain containing 2 [Source:HGNC Symbol;Acc:HGNC:13608]"
"ENSG00000198182",-0.684213864531557,3.64526707986745,59.7869540709585,1.45401535881968e-07,4.22410935157101e-06,"ZNF607","zinc finger protein 607 [Source:HGNC Symbol;Acc:HGNC:28192]"
"ENSG00000198081",-0.615000256791784,4.10040272063561,59.4993080194025,1.51017771755715e-07,4.36776955422363e-06,"ZBTB14","zinc finger and BTB domain containing 14 [Source:HGNC Symbol;Acc:HGNC:12860]"
"ENSG00000139211",-0.305982687082428,8.09643049118572,59.4460214090407,1.52084059976152e-07,4.38885596583064e-06,"AMIGO2","adhesion molecule with Ig like domain 2 [Source:HGNC Symbol;Acc:HGNC:24073]"
"ENSG00000141219",-0.595677831742826,4.01312283270994,59.3620921803782,1.53780292685385e-07,4.4230224378286e-06,"C17orf80","chromosome 17 open reading frame 80 [Source:HGNC Symbol;Acc:HGNC:29601]"
"ENSG00000204209",-0.358889544112124,6.11464687728632,59.0594249439462,1.60071691696521e-07,4.53885199875866e-06,"DAXX","death domain associated protein [Source:HGNC Symbol;Acc:HGNC:2681]"
"ENSG00000151498",-0.40178477816759,5.33891471014772,58.8109857944176,1.6544691768206e-07,4.67091460657703e-06,"ACAD8","acyl-CoA dehydrogenase family member 8 [Source:HGNC Symbol;Acc:HGNC:87]"
"ENSG00000177981",-0.518704494781038,4.68727216195034,58.2075301889009,1.79345765564645e-07,4.98731621976993e-06,"ASB8","ankyrin repeat and SOCS box containing 8 [Source:HGNC Symbol;Acc:HGNC:17183]"
"ENSG00000175137",-0.635369136988554,4.15265862864015,57.9563253912242,1.85504622034598e-07,5.11513274529722e-06,"SH3BP5L","SH3 binding domain protein 5 like [Source:HGNC Symbol;Acc:HGNC:29360]"
"ENSG00000139977",-0.373966040688468,5.57637877989072,57.5254751547464,1.96614745284403e-07,5.41002306527801e-06,"NAA30","N(alpha)-acetyltransferase 30, NatC catalytic subunit [Source:HGNC Symbol;Acc:HGNC:19844]"
"ENSG00000120784",-0.571673309255573,4.11281405389569,57.4452002276981,1.98764287484883e-07,5.45763122703745e-06,"ZFP30","ZFP30 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:29555]"
"ENSG00000091527",-0.272663805393126,8.8123710658526,57.1958613422328,2.05606840308671e-07,5.62179207272554e-06,"CDV3","CDV3 homolog [Source:HGNC Symbol;Acc:HGNC:26928]"
"ENSG00000168209",-0.785803136932533,4.70016056664036,56.8673125789686,2.15020404938823e-07,5.85458278301e-06,"DDIT4","DNA damage inducible transcript 4 [Source:HGNC Symbol;Acc:HGNC:24944]"
"ENSG00000164902",-0.386702480255645,5.38155765469789,56.6762060255228,2.20712603948776e-07,5.99702409267916e-06,"PHAX","phosphorylated adaptor for RNA export [Source:HGNC Symbol;Acc:HGNC:10241]"
"ENSG00000196968",-0.943995921507001,2.39792243625882,56.6163109037066,2.22530445727018e-07,6.03382031486904e-06,"FUT11","fucosyltransferase 11 [Source:HGNC Symbol;Acc:HGNC:19233]"
"ENSG00000155858",-0.788732359752455,3.20567248411605,55.8758516983492,2.46412220555293e-07,6.63986552904169e-06,"LSM11","LSM11, U7 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:30860]"
"ENSG00000179886",-0.82632893115891,3.2384843986013,55.679490396711,2.53207172419509e-07,6.79482752379362e-06,"TIGD5","tigger transposable element derived 5 [Source:HGNC Symbol;Acc:HGNC:18336]"
"ENSG00000183665",-0.395969761926815,5.3381183232565,54.9195889286516,2.81505901103422e-07,7.50371958929914e-06,"TRMT12","tRNA methyltransferase 12 homolog [Source:HGNC Symbol;Acc:HGNC:26091]"
"ENSG00000184939",-0.421453784564569,5.28709179630539,54.8492641321339,2.84295117159167e-07,7.55122642821746e-06,"ZFP90","ZFP90 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23329]"
"ENSG00000197782",-0.66115641698225,3.4266217674269,54.8164928661044,2.85605223593932e-07,7.57057430768845e-06,"ZNF780A","zinc finger protein 780A [Source:HGNC Symbol;Acc:HGNC:27603]"
"ENSG00000167535",-0.420932314600182,5.82388788166526,54.6876796611581,2.90819327939739e-07,7.6931169779181e-06,"CACNB3","calcium voltage-gated channel auxiliary subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:1403]"
"ENSG00000122687",-0.354634307869907,6.53306950684061,54.2545167005749,3.09132914911077e-07,8.13607779273529e-06,"MRM2","mitochondrial rRNA methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16352]"
"ENSG00000118707",-0.435606132776865,5.11556190120383,53.7775061765398,3.30775414566438e-07,8.61008404116438e-06,"TGIF2","TGFB induced factor homeobox 2 [Source:HGNC Symbol;Acc:HGNC:15764]"
"ENSG00000182544",-0.376967256229357,5.63482804236826,53.5642734205596,3.40982654690913e-07,8.84041683426739e-06,"MFSD5","major facilitator superfamily domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28156]"
"ENSG00000197619",-0.825426693799668,2.88136922494075,53.2718599302948,3.5554580464516e-07,9.14881976686369e-06,"ZNF615","zinc finger protein 615 [Source:HGNC Symbol;Acc:HGNC:24740]"
"ENSG00000054598",-0.665363222490837,3.50640047827495,53.2690345068324,3.55689804228431e-07,9.14881976686369e-06,"FOXC1","forkhead box C1 [Source:HGNC Symbol;Acc:HGNC:3800]"
"ENSG00000256771",-0.526747128258124,4.38666764097358,52.7748590489998,3.81887400595101e-07,9.74561670342204e-06,"ZNF253","zinc finger protein 253 [Source:HGNC Symbol;Acc:HGNC:13497]"
"ENSG00000173275",-0.738763943112673,3.58146906150254,52.6424278051031,3.89262286853426e-07,9.91438094598305e-06,"ZNF449","zinc finger protein 449 [Source:HGNC Symbol;Acc:HGNC:21039]"
"ENSG00000180011",-0.351521018916149,5.87191979020198,52.2699590167189,4.10854819714241e-07,1.03830591817104e-05,"ZADH2","zinc binding alcohol dehydrogenase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28697]"
"ENSG00000264522",-0.318347116494673,6.17170199987521,51.9737419775793,4.28964993307987e-07,1.07987995897552e-05,"OTUD7B","OTU deubiquitinase 7B [Source:HGNC Symbol;Acc:HGNC:16683]"
"ENSG00000272031",-0.749939868654115,3.39372555372349,51.8144522949766,4.39064101864172e-07,1.10316974628614e-05,"ANKRD34A","ankyrin repeat domain 34A [Source:HGNC Symbol;Acc:HGNC:27639]"
"ENSG00000143079",-0.492158021126161,4.94412704041292,51.3365988235879,4.70957354548139e-07,1.1697538109626e-05,"CTTNBP2NL","CTTNBP2 N-terminal like [Source:HGNC Symbol;Acc:HGNC:25330]"
"ENSG00000131779",-0.371720202716546,5.34186227814707,51.0801660618468,4.89112936501683e-07,1.20564486147148e-05,"PEX11B","peroxisomal biogenesis factor 11 beta [Source:HGNC Symbol;Acc:HGNC:8853]"
"ENSG00000138172",-0.53922766888099,4.70323165265174,50.6188564193036,5.23736490831623e-07,1.28369687912873e-05,"CALHM2","calcium homeostasis modulator 2 [Source:HGNC Symbol;Acc:HGNC:23493]"
"ENSG00000108423",-0.275623614438455,6.97876638365915,49.7889395093801,5.92991123328067e-07,1.43453150002134e-05,"TUBD1","tubulin delta 1 [Source:HGNC Symbol;Acc:HGNC:16811]"
"ENSG00000140320",-0.339744717516205,6.28154182145001,49.7651393567601,5.95119913738326e-07,1.43701032974106e-05,"BAHD1","bromo adjacent homology domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29153]"
"ENSG00000188997",-0.63531250946166,3.67580972881875,49.7124455555287,5.99862947717042e-07,1.44578078972913e-05,"KCTD21","potassium channel tetramerization domain containing 21 [Source:HGNC Symbol;Acc:HGNC:27452]"
"ENSG00000108389",-0.283080309763069,6.80474913875602,49.6218091172437,6.08118479404399e-07,1.45758048056137e-05,"MTMR4","myotubularin related protein 4 [Source:HGNC Symbol;Acc:HGNC:7452]"
"ENSG00000139266",-0.485931754610615,4.75468174171451,49.604749142199,6.0968625513866e-07,1.45865195048339e-05,"MARCH9","membrane associated ring-CH-type finger 9 [Source:HGNC Symbol;Acc:HGNC:25139]"
"ENSG00000125352",-0.572065318673116,3.95480527095968,49.4398515916741,6.25070480291571e-07,1.48998027490747e-05,"RNF113A","ring finger protein 113A [Source:HGNC Symbol;Acc:HGNC:12974]"
"ENSG00000196981",-0.594256245111259,3.77310625577568,49.344389867478,6.34170784447542e-07,1.50890909681623e-05,"WDR5B","WD repeat domain 5B [Source:HGNC Symbol;Acc:HGNC:17826]"
"ENSG00000171492",-0.474738290578917,4.53823419906302,49.2552510671363,6.4279958929476e-07,1.52664902457506e-05,"LRRC8D","leucine rich repeat containing 8 family member D [Source:HGNC Symbol;Acc:HGNC:16992]"
